FNFNUM,CHEM,PPCO
595,I-DECANOIC-ACID,PL
595,I-HEXANOIC-ACID,PL
595,I-PENTANOIC-ACID,PL
595,I-PENTANOL,PL
595,I-PENTYL-FORMATE,PL
595,I-PENTYL-I-PENTANOATE,PL
595,I-PROPANOL,PL
595,IDAEIN,PL
595,INDOLE-3-ACETIC-ACID,PL
595,IODINE,PL
595,IRON,FR
595,ISOAMYL-BUTYRATE,PL
595,ISOAMYL-PROPIONATE,PL
595,ISOBUTYL-ACETATE,PL
595,ISOBUTYL-BUTYRATE,PL
595,ISOBUTYL-FORMATE,PL
595,ISOCHLOROGENIC-ACID,PL
595,ISOCITRIC-ACID,PL
595,ISOLEUCINE,FR
595,ISOPROPYL-BUTYRATE,PL
595,ISOQUERCITRIN,FR
595,KILOCALORIES,FR
595,L-EPICATECHIN,FR
595,L-MALIC-ACID,PL
595,L-QUINIC-ACID,PL
595,LACTIC-ACID,PL
595,LAURIC-ACID,FR
595,LEAD,FR
595,LECITHIN,PL
595,LEUCINE,FR
595,LINOLENIC-ACID,FR
595,LITHIUM,FR
595,LUTEIN,FR
595,LUTEOXANTHIN,FR
595,LYSINE,FR
595,MAGNESIUM,FR
595,MALVIDIN-MONOGLYCOSIDE,PL
595,MANGANESE,FR
595,MANNOSE,PL
595,MERCURY,FR
595,METHANOL,PL
595,METHIONINE,PL
595,METHYL-2-METHYL-BUTYRATE,PL
595,METHYL-2-XI-ACETOXY-20-BETA-HYDROXY-URSONATE,PR
595,METHYL-ACETATE,PL
595,METHYL-AMINE,PR
595,METHYL-BUTYRATE,PL
595,METHYL-CAPROATE,PL
595,METHYL-FORMATE,PL
595,METHYL-GUANIDINE,SH
595,METHYL-HEXANOATE,PL
595,METHYL-I-PENTANOATE,PL
595,METHYL-N-PENTANOATE,PL
595,METHYL-PROPIONATE,PL
595,METHYL-VINYL-KETONE,FR
595,MEVALONIC-ACID,FR
595,MOLYBDENUM,FR
595,MONOGALACTOSYL-DIGLYCERIDE,PL
595,MUFA,FR
595,MYO-INOSITOL,PO
595,MYRISTIC-ACID,FR
595,N-ALPHA-ACETYL-AGGININE,SH
595,N-BUTANOL,PL
595,N-BUTYL-DECANOATE,PL
595,N-BUTYL-FORMATE,PL
595,N-BUTYL-N-HEXANOATE,PL
595,N-BUTYL-OCTANOATE,PL
595,N-BUTYL-PROPIONATE,PL
595,N-COUMARYL-QUINIC-ACID,PL
595,N-DECANOL,PL
595,N-HEHYL-N-HEXANOATE,PL
595,N-HEPTANOIC-ACID,PL
595,N-HEPTANOL,PL
595,N-HEX-1-EN-3-OL,PL
595,N-HEXANOL,PL
595,N-HEXYL-OCTANOATE,PL
595,N-HEXYL-PROPIONATE,PL
595,N-METHYL-BETA-PHENETHYLAMINE,FR
595,N-METHYL-PHENETHYLAMINE,EX
595,N-METHYL-PHENETHYLAMINE,FR
595,N-NONANOIC-ACID,PL
595,N-NONANOL-2-NONANOL,PL
595,N-OCTANOL-2-OCTANOL,PL
595,N-OCTANONE,PL
595,N-PENTANOIC-ACID,PL
595,N-PENTENOIC-ACID,PL
595,N-PENTYL-2-METHYLBUTYRATE,PL
595,N-PENTYL-AMINE,FR
595,N-PENTYL-DECANOATE,PL
595,N-PENTYL-FORMATE,PL
595,N-PENTYL-OCTANOATE,PL
595,N-PROPANOL,PL
595,N-PROPIONIC-ACID,PL
595,NEO-CHLOROGENIC-ACID,PL
595,NEOXANTHIN,PR
595,NIACIN,FR
595,NICKEL,FR
595,NITROGEN,FR
595,NONACOSANE,PL
595,NONENOIC-ACID,PL
595,OCTA-CIS-3-CIS-5-DIEN-1-OL,EO
595,OCTA-CIS-3-CIS-5-DIEN-1-OL-ACETATE,EO
595,OCTA-TRANS-3-CIS-5-DIEN-1-OL,EO
595,OCTA-TRANS-3-CIS-5-DIEN-1-OL-ACETATE,EO
595,OCTACOSANOL,PL
595,OCTENOIC-ACID,PL
595,OLEIC-ACID,FR
595,OXALIC-ACID,PL
595,OXALOACETIC-ACID,PL
595,P-COUMARIC-ACID,FR
595,P-COUMARYL-QUINIC-ACID,FR
595,P-HYDROXY-BENZOIC-ACID,FR
595,PALMITIC-ACID,FR
595,PALMITOLEIC-ACID,FR
595,PANTOTHENIC-ACID,FR
595,PECTASE,PL
595,PECTIN,FR
595,PECTIN-DEMETHOXYXYLASE,PL
595,PENTANOL,PL
595,PENTYL-BUTYRATE,PL
595,PENTYL-HEXANOATE,PL
595,PEROXIDASE,PL
595,PHENOLICS,PL
595,PHENYLALANINE,FR
595,PHLORETAMIDE,FR
595,PHLORETIN,LF
595,PHLORETIN-4'-O-BETA-D-GLUCOPYRANOSIDE,FR
595,PHLORETIN-XYLOGLUCOSIDE,FR
595,PHLORIZIN,PL
595,PHOSPHATIDYL-CHOLINE,FR
595,PHOSPHATIDYL-ETHANOLAMINE,FR
595,PHOSPHATIDYL-GLYCEROL,FR
595,PHOSPHATIDYL-INOSITOL,FR
595,PHOSPHATIDYL-SERINE,FR
595,PHOSPHATIDYLIC-ACID,FR
595,PHOSPHORUS,FR
595,PHYTOSTEROLS,FR
595,PIPECOLINIC-ACID,PL
595,POLYGALACTOSYL-DIGLYCERIDE,PL
595,POLYGALACTURONASE,PL
595,POLYPHENOLASE,PL
595,POMOLIC-ACID,PL
595,POMONIC-ACID,PL
595,POTASSIUM,FR
595,PROCYANIDINS,LF
595,PROLINE,PL
595,PROPANOL,PL
595,PROPYL-2-METHYLBUTYRATE,PL
595,PROPYL-ACETATE,PL
595,PROPYL-BUTYRATE,PL
595,PROPYL-FORMATE,PL
595,PROPYL-N-PENTANOATE,PL
595,PROPYL-PROPIONATE,PL
595,PROTEIN,FR
595,PROTOCATECHUIC-ACID,FR
595,PUFA,FR
595,PYROXIDINE,PL
595,PYRROLIDINE,PR
595,PYRUVIC-ACID,PL
595,QUERCETIN,PC
595,QUERCETIN-3-0-RUTINOSIDE,PL
595,QUERCETIN-3-O-ALPHA-ARABINOFURANOSIDE,PL
595,QUERCETIN-3-O-ALPHA-GALACTOSIDE,PR
595,QUERCETIN-3-O-BETA-D-GLUCOSIDE,PL
595,QUERCETIN-3-O-RHAMNOSIDE,PL
595,QUERCETIN-3-O-XYLOSIDE,PR
595,QUERCETIN-3-RHAMNOGLUCOSIDE,PL
595,QUERCETIN-ARABINOSIDE,PL
595,QUERCITRIN,FR
595,REYNOUTRIN,FR
595,RIBOFLAVIN,FR
595,RUBIDIUM,FR
595,RUTIN,PR
595,SELENIUM,FR
595,SERINE,FR
595,SFA,FR
595,SHIKIMIC-ACID,PL
595,SILICON,FR
595,SILVER,FR
595,SINAPIC-ACID,FR
595,SODIUM,FR
595,SORBITOL,LF
595,STEARIC-ACID,FR
595,STRONTIUM,FR
595,SUCCINIC-ACID,PL
595,SUCROSE,FR
595,SUGAR,FR
595,SULFUR,FR
595,TETRADECENYL-ACETATE,LF
595,TETRADECYL-ACETATE,LF
595,THIAMIN,FR
595,THREONINE,FR
595,TITANIUM,FR
595,TRANS-2-HEXENOIC-ACID,PL
595,TRANS-ABSCISIC-ACID,FR
595,TRANS-N-HEX-2-EN-1-OL,PL
595,TRANS-N-HEX-3-EN-1-OL,PL
595,TRIACONTANOL,PL
595,TRIGLYCERIDE,PL
595,TRYPTOPHAN,FR
595,TYROSINE,FR
595,URONIC-ACID,FR
595,URSOLIC-ACID,PR
595,VALINE,FR
595,VIT-B-6,FR
595,VOMIFOLIOL-1-O-BETA-D-XYLOPYRANOSYL-6-O-BETA-D-GLUCOPYRANOSIDE,PL
595,WATER,FR
595,XYLOSE,PL
595,ZINC,FR
595,ZIRCONIUM,FR
596,ARABINOSE,PL
596,ASCORBIC-ACID,LF
596,ASH,PL
596,CHOLINE,PL
596,FAT,SD
596,NITROGEN,PL
596,OCTACOSANE,PL
596,PROTEIN,SD
596,TANNIN,FL
597,ASCORBIC-ACID,PL
597,ASH,PL
597,CALCIUM,PL
597,CARBOHYDRATES,LF
597,CAROTENE,PL
597,FAT,LF
597,FAT,SD
597,FIBER,LF
597,IRON,PL
597,KILOCALORIES,PL
597,MALVALIC-ACID,PL
597,NIACIN,PL
597,NITROGEN,PL
597,PHOSPHORUS,PL
597,PROTEIN,LF
597,PROTEIN,SD
597,RIBOFLAVIN,PL
597,THIAMIN,PL
597,WATER,PL
598,ASCORBIC-ACID,LF
598,ASH,LF
598,BETA-CAROTENE,LF
598,CALCIUM,LF
598,CARBOHYDRATES,LF
598,D-GALACTOSE,PL
598,FAT,LF
598,FAT,SD
598,FIBER,LF
598,GALACTURONIC-ACID,PL
598,GOSSYPIN-3-SULFATE,PL
598,HYPOLETIN-8-O-BETA-D-GLUCOSIDE-3'-SULFATE,PL
598,IRON,LF
598,KILOCALORIES,LF
598,L-ARABINOSE,PL
598,L-RHAMNOSE,PL
598,MALVIDIN,PL
598,MALVIN,PL
598,MUCILAGE,PL
598,NIACIN,LF
598,NITROGEN,LF
598,PHOSPHORUS,LF
598,PROTEIN,LF
598,PROTEIN,SD
598,RIBOFLAVIN,LF
598,THIAMIN,LF
598,WATER,LF
599,"3,6-DITIGLOYLOXYTROPANE",RT
599,3-ALPHA-TIGLOYLOXYTROPANE,PL
599,ALKALOIDS,RT
599,APOATROPINE,RT
599,ATROPINE,RT
599,BELLADONNINE,RT
599,CHRYSATROPIC-ACID,PL
599,CUSCOHYGRINE,RT
599,FAT,SD
599,HYOSCYAMINE,RT
599,MANDRAGORINE,RT
599,NORHYOSCYAMINE,PL
599,PROTEIN,SD
599,SCOPINE,RT
599,SCOPOLAMINE,RT
599,SCOPOLETIN,PL
599,SCOPOLINE,PL
599,TROPIC-ACID,PL
600,2-OCTENE,FL
600,ALANINE,FR
600,ALPHA-PHELLANDRENE,FL
600,ALPHA-PINENE,FL
600,AMBOLIC-ACID,PL
600,AMBONIC-ACID,PL
600,ARGININE,FR
600,ASCORBIC-ACID,FR
600,ASCORBIC-ACID,LF
600,ASH,FR
600,ASH,LF
600,ASH,SD
600,ASPARTIC-ACID,FR
600,BETA-CAROTENE,FR
600,BETA-CAROTENE,LF
600,BETA-PINENE,FL
600,BORON,FR
600,CALCIUM,FR
600,CALCIUM,LF
600,CARBOHYDRATES,FR
600,CARBOHYDRATES,LF
600,CARBONATE,SD
600,CAROTENOIDS,FR
600,CATALASE,FR
600,CHLORINE,FR
600,CITRIC-ACID,FR
600,COPPER,FR
600,CYSTINE,FR
600,DIPENTENE,FL
600,EO,FL
600,FAT,FR
600,FAT,LF
600,FAT,SD
600,FIBER,FR
600,FIBER,LF
600,FRUCTOSE,FR
600,FURFUROL,RE
600,GABA,FR
600,GALLIC-ACID,FL
600,GALLOTANNIC-ACID,FL
600,GERANIOL,FL
600,GLUCOSE,FR
600,GLUTAMIC-ACID,FR
600,GLYCINE,FR
600,HISTIDINE,FR
600,IODINE,FR
600,IRON,FR
600,IRON,LF
600,ISOLEUCINE,FR
600,ISOMANGIFEROLIC-ACID,PL
600,KAEMPFEROL,PL
600,KILOCALORIES,FR
600,LAURIC-ACID,FR
600,LEUCINE,FR
600,LINOLEIC-ACID,FR
600,LINOLENIC-ACID,FR
600,LYSINE,FR
600,MAGNESIUM,FR
600,MALIC-ACID,FR
600,MANGANESE,FR
600,MANGIFERIC-ACID,FR
600,MANGIFERINE,FR
600,MANGIFEROL,BK
600,MANGIFEROLIC-ACID,PL
600,MANGIFERONIC-ACID,PL
600,METHIONINE,FR
600,MUFA,FR
600,MYRISTIC-ACID,FR
600,NEO-BETA-CAROTENE-B,FR
600,NEO-BETA-CAROTENE-U,FR
600,NEOXANTHOPHYLL,FR
600,NEROL,FL
600,NERYL-ACETATE,FL
600,NIACIN,FR
600,NIACIN,LF
600,OLEIC-ACID,FR
600,OXALIC-ACID,FR
600,P-COUMARIC-ACID,PL
600,PALMITIC-ACID,FR
600,PALMITOLEIC-ACID,FR
600,PANTOTHENIC-ACID,FR
600,PEROXIDASE,FR
600,PHENYLALANINE,FR
600,PHOSPHORUS,FR
600,PHOSPHORUS,LF
600,PHYTIN,FR
600,POTASSIUM,FR
600,PROLINE,FR
600,PROTEIN,FR
600,PROTEIN,LF
600,PROTEIN,SD
600,PUFA,FR
600,QUERCETIN,PL
600,RIBOFLAVIN,FR
600,RIBOFLAVIN,LF
600,SERINE,FR
600,SFA,FR
600,SILICA,SD
600,SODIUM,FR
600,STARCH,SD
600,STEARIC-ACID,FR
600,SUCCINIC-ACID,FR
600,SUCROSE,FR
600,SUGARS,FR
600,SUGARS,SD
600,SULFUR,FR
600,SULFUR,SD
600,TANNIN,FL
600,TANNIN,SD
600,THIAMIN,FR
600,THIAMIN,LF
600,THREONINE,FR
600,TRYPTOPHAN,FR
600,TYROSINE,FR
600,VALINE,FR
600,VIT-B-6,FR
600,WATER,FR
600,WATER,LF
600,XANTHOPHYLL,FR
600,ZINC,FR
601,ALANINE,RT
601,ALUMINUM,RT
601,ARGININE,RT
601,ASCORBIC-ACID,LF
601,ASCORBIC-ACID,RT
601,ASH,LF
601,ASH,RT
601,ASPARTIC-ACID,RT
601,BETA-CAROTENE,RT
601,BORON,RT
601,CALCIUM,LF
601,CALCIUM,RT
601,CALCIUM-OXALATE,RT
601,CARBOHYDRATES,RT
601,CITRATES,RT
601,COPPER,RT
601,CYSTINE,RT
601,DEHYDROASCORBIC-ACID,RT
601,FAT,LF
601,FAT,RT
601,FIBER,RT
601,GLUTAMIC-ACID,RT
601,GLYCINE,RT
601,HCN,LF
601,HISTIDINE,RT
601,IRON,LF
601,IRON,RT
601,ISOLEUCINE,RT
601,KILOCALORIES,LF
601,KILOCALORIES,RT
601,LAURIC-ACID,RT
601,LEUCINE,RT
601,LINOLEIC-ACID,RT
601,LINOLENIC-ACID,RT
601,LYSINE,RT
601,MAGNESIUM,RT
601,MALATES,RT
601,MANGANESE,RT
601,METHIONINE,RT
601,MUFA,RT
601,NIACIN,LF
601,NIACIN,RT
601,OLEIC-ACID,RT
601,OXALATE,RT
601,OXALIC-ACID,RT
601,PALMITIC-ACID,RT
601,PHENYLALANINE,RT
601,PHOSPHORUS,LF
601,PHOSPHORUS,RT
601,POTASSIUM,RT
601,PROLINE,RT
601,PROTEIN,LF
601,PROTEIN,RT
601,PUFA,RT
601,RIBOFLAVIN,LF
601,RIBOFLAVIN,RT
601,SERINE,RT
601,SFA,RT
601,SODIUM,RT
601,STARCH,RT
601,STEARIC-ACID,RT
601,SUCCINATES,RT
601,SUGARS,RT
601,SULFUR,RT
601,THIAMIN,LF
601,THIAMIN,RT
601,THREONINE,RT
601,TRYPTOPHAN,RT
601,TYROSINE,RT
601,VALINE,RT
601,WATER,LF
601,WATER,RT
601,ZINC,RT
602,ASCORBIC-ACID,RT
602,ASH,RT
602,BETA-CAROTENE,RT
602,CALCIUM,RT
602,CARBOHYDRATES,RT
602,FAT,RT
602,FIBER,RT
602,IRON,RT
602,KILOCALORIES,RT
602,NIACIN,RT
602,PHOSPHORUS,RT
602,PROTEIN,RT
602,RIBOFLAVIN,RT
602,STARCH,RH
602,SUGARS,RT
602,THIAMIN,RT
602,WATER,RT
603,BETA-AMYRINCINNAMATE,BK
603,CAOUTCHOUC,LX
603,CONDURANGAMINES,PL
603,CONDURANGIN,BK
603,CONDURANGOGLYCOSIDE,BK
603,CONDURITOL,BK
603,D-CYMAROSE,BK
603,D-GLUCOSE,BK
603,D-THEVETOSE,BK
603,DEHYDRODREVOGENIN-D,BK
603,DREVOGENIN-D,BK
603,EO,PL
603,SITOSTEROL,BK
603,TANNIN,PL
604,2-(OMEGA-1)-METHYLALKANES,PL
604,2-METHYL-ALKANES,PL
604,3-(OMEGA-9)-METHYLALKANES,PL
604,3-METHYL-ALKANES,PL
604,ALPHA-PINENE,PL
604,ALPHA-TERPINOLENE,PL
604,APIGENIN,PL
604,APIGENIN-7-GLYCOSIDE,PL
604,ASCORBIC-ACID,PL
604,BETA-SITOSTEROL,PL
604,BETA-SITOSTEROL-BETA-GLUCOSIDE,PL
604,BETONICINE,PL
604,CAFFEIC-ACID,PL
604,CHOLINE,PL
604,DIHYDROPEREGRININ,PL
604,EO,PL
604,FAT,SD
604,FENCHENE,PL
604,GALLIC-ACID,PL
604,LUTEOLIN,PL
604,LUTEOLIN-7-GLYCOSIDE,PL
604,MARRUBENOL,PL
604,MARRUBIIN,PL
604,MARRUBIOL,PL
604,MUCILAGE,PL
604,P-CYMENE,PL
604,P-CYMOL,PL
604,PECTIN,PL
604,PEREGRININ,PL
604,PEREGRINOL,PL
604,PREMARRUBIIN,PL
604,PROTEIN,SD
604,QUERCETIN-3-0-GLYCOSIDE,PL
604,QUERCETIN-3-RHAMNOGLYCOSIDE,PL
604,RESIN,PL
604,SABINENE,PL
604,SCLAREOL,PL
604,TANNIC-ACID,PL
604,TANNIN,PL
604,TURICINE,PL
604,URSOLIC-ACID,PL
604,VULGAROL,PL
605,"2,4-DIHYDROXYBENZOIC-ACID",PL
605,"2,5-DIHYDROXYBENZOIC-ACID",PL
605,"3,4-DIHYDROXYCINNAMIC-ACID",PL
605,3-CARENE,PL
605,3-HYDROXY-2-METHYLIDENE-BUTYRIC-ACID-ANGELATE,PL
605,4-HYDROXY-3-METHOXY-BENZOIC-ACID,PL
605,4-METHOXYBENZOIC-ACID,PL
605,"6,3-DIMETHOXYQUERCETIN",PL
605,"6,7-DIMETHOXYQUERCETIN",PL
605,6-HYDROXY-LUTEOLIN-7-GLUCOSIDE,PL
605,6-METHOXYKAEMPFEROL,PL
605,ALPHA-BISABOLOL-OXIDE-A,PL
605,ALPHA-BISABOLOL-OXIDE-B,PL
605,ALPHA-BISABOLOLOXIDE-C,PL
605,ALPHA-BISABOLONEOXIDE-A,PL
605,ALPHA-CUBEBENE,PL
605,ALPHA-MUUROLENE,PL
605,APIGENIN,PL
605,APIGENIN-7-(6'O-ACETYL)-GLUCOSIDE,PL
605,APIGENIN-7-APIOSYLGLUCOSIDE,PL
605,APIGENIN-7-GLUCOSIDE,PL
605,"APIGENIN-7-GLUCOSIDE-(2',3')-DIACETATE",PL
605,"APIGENIN-7-GLUCOSIDE-(3',4')-DIACETATE",PL
605,ASCORBIC-ACID,PL
605,AXILLARIN,PL
605,AZULENE,PL
605,BETA-CARYOPHYLLENE,PL
605,BETA-DAMASCENONE,PL
605,BISABOLENE,PL
605,BORNYL-ACETATE,PL
605,CAFFEIC-ACID,PL
605,CALAMENE,PL
605,CAPRIC-ACID,PL
605,CAPRYLIC-ACID,PL
605,CARYOPHYLLENEPOXIDE,PL
605,CATECHIN-TANNINS,PL
605,CHAMAZULENE,PL
605,CHAMOMILLA-ESTER-I,PL
605,CHAMOMILLA-ESTER-II,PL
605,CHAMOMILLOL,PL
605,CHLOROGENIC-ACID,PL
605,CHOLINE,FL
605,CHRYSOERIOL,PL
605,CHRYSOERIOL-7-GLUCOSIDE,PL
605,CHRYSOSPLENOL,PL
605,CHRYSOSPLENTIN,PL
605,CIS-CARYOPHYLLENE,PL
605,CIS-EN-YN-DICYCLOETHER,PL
605,EO,FL
605,"EPSILON-1-(2,6-DIMETHYLPHENYL)-2-BUTEN-1-ONE",PL
605,ETHYL-BENZOATE,PL
605,ETHYL-DECANOATE,PL
605,ETHYL-PALMITATE,PL
605,ETHYL-PHENYLACETATE,PL
605,EUPALETIN,PL
605,EUPATOLETIN,PL
605,FARNESENE,PL
605,FARNESOL,PL
605,FRUCTOSE,PL
605,FURFURAL,PL
605,GALACTOSE,PL
605,GALACTURONIC-ACID,FL
605,GALLIC-ACID-TANNIN,PL
605,GENTISIC-ACID,PL
605,GERANIOL,PL
605,GLUCOSE,FL
605,HERNIARIN,PL
605,HYPEROSIDE,PL
605,ISOFERULIC-ACID,PL
605,ISORHAMNETIN,PL
605,ISORHAMNETIN-7-GLUCOSIDE,PL
605,JACEIDIN,PL
605,KAEMPFEROL,PL
605,LINOLEIC-ACID,PL
605,LUTEOLIN,PL
605,LUTEOLIN-4'-GLUCOSIDE,PL
605,LUTEOLIN-7-GLUCOSIDE,PL
605,LUTEOLIN-7-RHAMNOGLUCOSIDE,PL
605,MALIC-ACID,PL
605,MATRICARIN,PL
605,MATRICIN,PL
605,MUCILAGE,FL
605,NIACIN,PL
605,O-COUMARIC-ACID,PL
605,OLEIC-ACID,PL
605,P-COUMARIC-ACID,PL
605,PALMITIC-ACID,PL
605,PATULETIN,PL
605,PATULETIN-7-GLUCOSIDE,PL
605,PECTIC-ACID,PL
605,PERILLYL-ALCOHOL,PL
605,POLYACETYLENE,PL
605,"QUERCETAGETIN-3,5,6,7,3',4'-HEXAMETHYLETHER",PL
605,"QUERCETAGETIN-3,6,7,3',4'-PENTAMETHYLETHER",PL
605,"QUERCETAGETIN-33,6,7,3'-TETRAMETHYLETHER",PL
605,QUERCETIN,PL
605,QUERCETIN-3-0-GALACTOSIDE,PL
605,QUERCETIN-7-GLUCOSIDE,PL
605,QUERCETRIN,PL
605,QUERCIMERITRIN,PL
605,RHAMNOSE,PL
605,RUTIN,PL
605,SALICYLIC-ACID,PL
605,SINAPIC-ACID,PL
605,SPATHULENOL,PL
605,SPINACETIN,PL
605,TANNIN,PL
605,THIAMIN,PL
605,TRANS-ALPHA-FARNESENE,PL
605,TRANS-BETA-FARNESENE,PL
605,TRANS-EN-YN-DICYCLOETHER,PL
605,TRIACONTANE,PL
605,UMBELLIFERONE,PL
605,XANTHOXYLIN,PL
605,XYLOSE,PL
606,"11,12-DIMETHOXY-7-HYDROXYCOUMESTIN",PL
606,2-METHYL-PROPANOL,EO
606,3'-METHOXYCOUMESTROL,PL
606,3-METHYL-BUTANOL,EO
606,4-0-METHYLCOUMESTROL,PL
606,4-AMINO-BUTYRIC-ACID,RT
606,ACETONE,EO
606,ADENINE,PL
606,ADENOSINE,PL
606,ALFALFONE,PL
606,ALPHA-SPINASTEROL,PL
606,ALPHA-TOCOPHEROL,PL
606,ALUMINUM,PL
606,AMYLASE,PL
606,ARABINOSE,PL
606,ASCORBIC-ACID,PL
606,ASH,PL
606,ASH,SD
606,BETA-CAROTENE,LF
606,BETA-SITOSTEROL,PL
606,BETAINE,PL
606,BIOCHANIN-A,PL
606,BIOTIN,PL
606,BORON,LF
606,BORON,PL
606,BORON,ST
606,BUTANONE,EO
606,CALCIUM,PL
606,CAMPESTEROL,PL
606,CARBOHYDRATES,PL
606,CARBOHYDRATES,SD
606,CHLOROPHYLLIDE-A,PL
606,CHOLINE,PL
606,CHROMIUM,PL
606,CITRIC-ACID,PL
606,COAGULASE,PL
606,COBALT,PL
606,COUMESTROL,PL
606,CRYPTOXANTHIN,PL
606,CYCLOARTENOL,PL
606,CYTIDINE,PL
606,DAIDZEN,PL
606,DAPHNORETIN,PL
606,EREPSIN,PL
606,FAT,PL
606,FAT,SD
606,FIBER,PL
606,FIBER,SD
606,FOLACIN,PL
606,FORMONONETIN,PL
606,FRUCTOSE,PL
606,FUMARIC-ACID,PL
606,GENISTEIN,LF
606,GENISTEIN,PL
606,GUANINE,PL
606,GUANOSINE,PL
606,HEDERAGENIN,PL
606,HENTRIACONTANE,PL
606,HYDROGEN-CYANIDE,PL
606,HYPOXANTHINE,PL
606,INOSINE,PL
606,INVERTASE,PL
606,IRON,PL
606,ISOCYTOSINE,PL
606,L-HOMOSTACHYDRINE,SD
606,L-STACHYDRINE,HA
606,LUCERNOL,PL
606,LUTEIN,PL
606,MAGNESIUM,PL
606,MALIC-ACID,PL
606,MALONIC-ACID,PL
606,MANGANESE,PL
606,MEDICAGENIC-ACID,PL
606,MEDICAGOL,PL
606,MOLYBDENUM,LF
606,MOLYBDENUM,ST
606,MYRISTONE,PL
606,NEOXANTHIN,PL
606,NIACIN,PL
606,OCTACOSANOL,PL
606,OXALIC,PL
606,PANTOTHENIC,PL
606,PECTIN,PL
606,PECTINASE,PL
606,PENTANAL,EO
606,PEROXIDASE,PL
606,PHAEOPHORBIDE-A,PL
606,PHOSPHORUS,PL
606,POTASSIUM,PL
606,PROPANAL,PL
606,PROTEIN,LF
606,PROTEIN,SD
606,PYRIDOXINE,PL
606,QUINIC-ACID,PL
606,RIBOFLAVIN,PL
606,RIBOSE,PL
606,SAPONIN,PL
606,SATIVOL,PL
606,SELENIUM,LF
606,SELENIUM,PL
606,SELENIUM,ST
606,SHIKIMIC-ACID,PL
606,SILICON,PL
606,SODIUM,PL
606,SOYASAPOGENOLS,PL
606,STACHYDRINE,SD
606,STARCH,PL
606,STIGMASTEROL,PL
606,SUCCINIC-ACID,PL
606,SUCROSE,PL
606,TANNIN,HA
606,THIAMIN,PL
606,TIN,PL
606,TRIACONTANOL,PL
606,TRICIN,PL
606,TRIFOLIOL,PL
606,TRIGONELLINE,PL
606,TRIMETHYLAMINE,PL
606,TRYPTOPHAN,PL
606,VIOLAXANTHIN,PL
606,VIT-E,PL
606,VIT-K,PL
606,WATER,PL
606,WATER,SD
606,XANTHOPHYLLS,PL
606,XYLOSE,PL
606,ZEAXANTHIN,PL
606,ZINC,PL
607,"3,5-DIMETHYL-4,6-DI-O-METHYLPHLORACETOPHENONE",LF
607,ALPHA-PINENE,PL
607,ALPHA-TERPINEOL,EO
607,AZULENE,EO
607,BENZALDEHYDE,EO
607,BETULIN,BK
607,BETULINIC-ACID,BK
607,CAJEPUTOL,EO
607,CINEOLE,LF
607,DIPENTENE,PL
607,EO,LF
607,EO,TW
607,EPITARAXERY-ACETATE,PL
607,FRIEDELIN,PL
607,GALLIC-ACID,PL
607,ISOQUERCITRIN,PL
607,ISOVALERIC-ACID,PL
607,KAEMPFEROL,PL
607,KAEMPFEROL-3-0-GLUCOSIDE,PL
607,KAEMPFEROL-7-GLUCOSIDE,PL
607,NEROLIDOL,EO
607,OLEANOLIC-ACID,PL
607,QUERCIMERETRIN,PL
607,SILICA,WD
607,TARAXASTERONE,PL
607,TERPINEOL,PL
607,URSOLIC-ACID,PL
607,UVAOL,PL
607,VALERALDEHYDE,EO
607,VIRIDIFLOROL,PL
608,"1,5-DIHYDROXY-8-METHOXY-2-METHYLANTHRAQUINONE-3-O-ALPHA-L...",PL
608,"1,8-DIHYDROXY-2-METHYLANTHRAQUINONE-3-O-BETA-D-GALACTOPYRANOSIDE",PL
608,"1-ALPHA-METHOXY-1,2-DIHYDROEPOXYAZADIRADIONE",FR
608,1-CINNAMYLMELIANOLINE,PL
608,1-OCTEN-3-OL,WD
608,1-TERPEN-4-OL,WD
608,17-EPIAZADIRADIONE,FR
608,"21,23,24,25-DIEPOXI-TIRUCALL-7-EN-21-OL",FR
608,24-METHYLENE-CYCLOARTANOL,RT
608,24-METHYLENECYCLOARTENONE,RT
608,3-BETA-HYDROXY-5-CAMPESTEN-7-ONE,PL
608,3-BETA-HYDROXY-STIGMAST-5-EN-7-ONE,FR
608,3-OCTAL,WD
608,3-PHENETHYL-ALCOHOL,WD
608,"4',5-DIHYDROXYFLAVONE-7-O-BETA-L-RHAMNOPYRANOSYL...BK",PL
608,4-CAMPESTEN-3-ONE,RT
608,6-BETA-HYDROXY-STIGMAST-4-EN-3-ONE,PL
608,6-HYDROXY-7-METHOXY-COUMARIN,LF
608,7-ACETYLNEOTRICHILENONE,FR
608,7-KETO-BETA-SITOSTEROL,FR
608,7-O-ALPHA-L-RHAMNOPYRANOSYL-(1-4)-BETA-D-GLUCOPYRANOSIL,PL
608,7-TRICOSANOL,FR
608,ACETIC-ACID,FR
608,ALKALOIDS,BK
608,ALKALOIDS,RT
608,ALPHA-COPAENE,WD
608,ALPHA-TERPINEOL,WD
608,ARGININE,SD
608,AROMADENDRENE,WD
608,ASTRAGALIN,FL
608,AZADARACHTIN,FR
608,AZADARINE,FR
608,AZARIDINE,FR
608,AZEDARACHOL,RB
608,BAKALACTONE,WD
608,BAKAYANIC-ACID,FR
608,BAKAYANIN,RT
608,BENZOIC-ACID,RT
608,BENZYL-ACETATE,WD
